학년도,년도,월,날짜,일정명
2024,2025,1,01.27 (월),"계절학기 성적 확정 ,15:00"
2024,2025,1,01.28 (화) ~ 01.30 (목),설날 연휴
2024,2025,2,02.03 (월) ~ 02.05 (수),휴학원서 접수
2024,2025,2,02.04 (화),졸업·진급·입학 사정회 11:00
2024,2025,2,02.05 (수),정시모집 합격자 발표 16:00
2024,2025,2,02.05 (수),재입학 등록
2024,2025,2,02.10 (월) ~ 02.12 (수),정시 신입생 등록
2024,2025,2,02.14 (금) ~ 02.18 (화),정원외 모집 원서 추가접수
2024,2025,2,02.17 (월) ~ 02.18 (화),재학생•복학생 등록
2024,2025,2,02.17 (월) ~ 02.18 (화),[2•3학년] 1학기 수강 신청
2024,2025,2,02.19 (수) ~ 02.20 (목),[1학년•학사•석사] 1학기 수강 신청
2024,2025,2,02.19 (수) ~ 02.20 (목),등록금 분할납부(1회차)
2024,2025,2,02.20 (목),입학 사정회 11:00
2024,2025,2,02.20 (목),정원외 모집 합격자 발표 16:00
2024,2025,2,02.21 (금),제56회 학위수여식 11:00
2024,2025,2,02.28 (금),입학식 및 신입생 오리엔테이션
2025,2025,3,03.01 (토),삼일절
2025,2025,3,03.03 (월),삼일절 대체휴일
2025,2025,3,03.04 (화),[2025학년도 1학기] 개강
2025,2025,3,03.07 (금) ~ 03.10 (월),수강신청 정정
2025,2025,3,03.12 (수) ~ 03.14 (금),조기졸업 신청
2025,2025,3,03.12 (수) ~ 03.13 (목),등록금 분할납부(2회차)
2025,2025,3,03.17 (월),"졸업보류, 졸업유예 등록"
2025,2025,3,03.21 (금),복학 만료일
2025,2025,4,04.01 (화) ~ 04.07 (월),1차 강의평가
2025,2025,4,04.02 (수),학기개시 후 30일차
2025,2025,4,04.16 (수) ~ 04.17 (목),등록금 분할납부(3회차)
2025,2025,4,04.22 (화) ~ 04.28 (월),중간고사
2025,2025,4,04.28 (월) ~ 04.29 (화),3년제 학과 수업연한 연장 신청
2025,2025,5,05.01 (목),근로자의 날 ⇒ 보강일: 6/12(목)
2025,2025,5,05.02 (금),학기개시 후 60일차
2025,2025,5,05.05 (월),어린이날 ⇒ 보강일: 6/16(월)
2025,2025,5,05.06 (화),부처님오신날 대체휴일 ⇒ 보강일: 6/10(화)
2025,2025,5,05.14 (수) ~ 05.15 (목),등록금 분할납부(4회차)
2025,2025,5,05.15 (목) ~ 05.16 (금),노들축제
2025,2025,5,05.20 (화),개교기념일 ⇒ 보강일: 5/21(수)
2025,2025,5,05.21 (수),보강일: 개교기념일[5/20(화)] 보강일
2025,2025,5,05.27 (화),"1학기 수업일수 3/4 경과, 일반휴학 종료"
2025,2025,6,06.01 (일),학기개시 후 90일차
2025,2025,6,06.03 (화),임시 공휴일(대통령 선거일)
2025,2025,6,06.06 (금),현충일 ⇒ 보강일: 6/13(금)
2025,2025,6,06.10 (화),보강일: 부처님오신날 대체 휴일[5/6(화)] 보강일
2025,2025,6,06.12 (목),보강일: 근로자의 날[5/1(목)] 보강일
2025,2025,6,06.13 (금),보강일: 현충일[6/6(금)] 보강일
2025,2025,6,06.16 (월),보강일: 어린이날[5/5(월)] 보강일
2025,2025,6,06.17 (화),보강일: 임시공휴일(대통령 선거일)[6/17(화)]
2025,2025,6,06.18 (수) ~ 06.24 (화),기말고사
2025,2025,6,06.25 (수) ~ 07.02 (수),2차 강의평가
2025,2025,6,06.25 (수) ~ 08.31 (일),하계방학 및 현장실습
2025,2025,6,06.25 (수) ~ 06.29 (일),"성적입력 [6/25(수)~6/29(일), 24:00까지]"
2025,2025,6,06.30 (월) ~ 07.02 (수),"성적열람 및 이의 신청 [6/30(월)~7/2(수), 17:00]"
2025,2025,7,07.02 (수),"[2025학년도 1학기] 성적 확정, 18:00"
2025,2025,7,07.07 (월) ~ 07.08 (화),계절학기 수강 신청
2025,2025,7,07.07 (월) ~ 07.09 (수),학점•학기포기 신청
2025,2025,7,07.09 (수) ~ 07.10 (목),계절학기 등록
2025,2025,7,07.10 (목),성적이수표 발송
2025,2025,7,07.14 (월) ~ 07.16 (수),복학원서 접수
2025,2025,7,07.14 (월) ~ 07.25 (금),계절학기 설강
2025,2025,7,07.21 (월) ~ 07.23 (수),재학생 전과 신청
2025,2025,7,07.21 (월) ~ 07.23 (수),[2025학년도 2학기] 재입학 원서 접수
2025,2025,7,07.28 (월) ~ 07.30 (수),휴학원서 접수
2025,2025,7,07.29 (화) ~ 07.30 (수),졸업유예 신청
2025,2025,7,07.30 (수),"계절학기 성적 확정, 15:00"
2025,2025,8,08.05 (화),"후기 졸업사정회, 11:00"
2025,2025,8,08.07 (목),재입학 등록
2025,2025,8,08.12 (화) ~ 08.13 (수),재학생•복학생 등록
2025,2025,8,08.14 (목),후기 학위수여식
2025,2025,8,08.15 (금),광복절
2025,2025,8,08.18 (월) ~ 08.19 (화),[2•3학년] 2학기 수강 신청
2025,2025,8,08.20 (수) ~ 08.21 (목),[1학년•학사•석사] 2학기 수강 신청
2025,2025,8,08.20 (수) ~ 08.21 (목),등록금 분할납부(1회차)
2025,2025,9,09.01 (월),[2025학년도 2학기] 개강
2025,2025,9,09.04 (목) ~ 09.05 (금),수강신청 정정
2025,2025,9,09.08 (월) ~ 09.30 (화),수시 1차 모집 원서 접수
2025,2025,9,09.12 (금),"졸업보류, 졸업유예 등록"
2025,2025,9,09.17 (수) ~ 09.18 (목),등록금 분할납부(2회차)
2025,2025,9,09.19 (금),복학 만료일
2025,2025,9,09.25 (목) ~ 09.26 (금),노들체전
2025,2025,9,09.29 (월) ~ 10.10 (금),1차 강의평가
2025,2025,9,09.30 (화),학기개시 후 30일차
2025,2025,10,10.03 (금),개천절 ⇒ 보강일: 12/12(금)
2025,2025,10,10.06 (월),추석 ⇒ 보강일: 12/8(월)
2025,2025,10,10.07 (화),추석 연휴 ⇒ 보강일: 12/9(화)
2025,2025,10,10.08 (수),추석 대체 휴일 ⇒ 보강일: 12/10(수)
2025,2025,10,10.09 (목),한글날 ⇒ 보강일: 12/11(목)
2025,2025,10,10.15 (수) ~ 10.16 (목),등록금 분할납부(3회차)
2025,2025,10,10.21 (화) ~ 10.24 (금),2025 동양미래EXPO(제43회 학생졸업작품전시회)
2025,2025,10,10.27 (월) ~ 10.29 (수),3년제 학과 수업연한 연장 신청
2025,2025,10,10.27 (월) ~ 10.31 (금),중간고사
2025,2025,10,10.29 (수),"입학 사정회, 11:00"
2025,2025,10,10.30 (목),"수시 1차 모집 합격자 발표, 16:00"
2025,2025,10,10.30 (목),학기개시 후 60일차
2025,2025,11,11.07 (금) ~ 11.21 (금),수시 2차 모집 원서 접수
2025,2025,11,11.12 (수) ~ 11.13 (목),등록금 분할납부(4회차)
2025,2025,11,11.25 (화),"2학기 수업일수 3/4 경과, 일반휴학 종료"
2025,2025,11,11.29 (토),학기개시 후 90일차
2025,2025,12,12.08 (월),보강일: 추석[10/6(월)] 보강일
2025,2025,12,12.09 (화),보강일: 추석 연휴[10/7(화)] 보강일
2025,2025,12,12.10 (수),"입학 사정회, 11:00"
2025,2025,12,12.10 (수),보강일: 추석 대체휴일[10/8(수)] 보강일
2025,2025,12,12.11 (목),보강일: 한글날[10/9(목)] 보강일
2025,2025,12,12.11 (목),"수시 2차 모집 합격자 발표, 16:00"
2025,2025,12,12.12 (금),보강일: 개천절[10/3(금)] 보강일
2025,2025,12,12.15 (월) ~ 12.19 (금),기말고사
2025,2025,12,12.15 (월) ~ 12.17 (수),수시예치금 등록
2025,2025,12,12.20 (토) ~ 12.30 (화),2차 강의평가
2025,2025,12,12.20 (토) ~ 12.24 (수),"성적입력[12/20(토)~12/24(수), 24:00까지]"
2025,2025,12,12.20 (토) ~ 02.28 (토),동계방학 및 현장실습
2025,2025,12,12.25 (목),성탄절
2025,2025,12,12.26 (금) ~ 12.30 (화),"성적열람 및 이의 신청 [12/26(금)~12/30(화), 17:00]"
2025,2025,12,12.29 (월) ~ 01.14 (수),정시모집 원서 접수
2025,2025,12,12.30 (화),"[2025학년도 2학기] 성적 확정, 18:00"
2025,2026,1,01.01 (목),신정
2025,2026,1,01.02 (금),시무식
2025,2026,1,01.05 (월) ~ 01.07 (수),학점•학기포기 신청
2025,2026,1,01.05 (월) ~ 01.06 (화),계절학기 수강 신청
2025,2026,1,01.07 (수) ~ 01.08 (목),계절학기 등록
2025,2026,1,01.08 (목),성적이수표 발송
2025,2026,1,01.12 (월) ~ 01.23 (금),계절학기 설강
2025,2026,1,01.12 (월) ~ 01.14 (수),복학원서 접수
2025,2026,1,01.19 (월) ~ 01.21 (수),[2026학년도 1학기] 재입학 원서 접수
2025,2026,1,01.19 (월) ~ 01.21 (수),재학생 전과 신청
2025,2026,1,01.27 (화) ~ 01.28 (수),졸업유예 신청
2025,2026,1,01.28 (수),"계절학기 성적 확정,15:00"
2025,2026,1,01.30 (금),"입학 사정회, 11:00"
2025,2026,2,02.02 (월),"정시모집 합격자 발표, 16:00"
2025,2026,2,02.02 (월) ~ 02.04 (수),휴학원서 접수
2025,2026,2,02.03 (화) ~ 02.05 (목),신입생 등록
2025,2026,2,02.03 (화),"졸업사정회, 11:00"
2025,2026,2,02.05 (목),재입학 등록
2025,2026,2,02.09 (월) ~ 02.12 (목),정원외 모집 원서 추가접수
2025,2026,2,02.11 (수) ~ 02.12 (목),재학생•복학생 등록
2025,2026,2,02.12 (목) ~ 02.13 (금),[2•3학년] 1학기 수강 신청
2025,2026,2,02.16 (월) ~ 02.18 (수),설날 연휴
2025,2026,2,02.19 (목) ~ 02.20 (금),[1학년•학사•석사] 1학기 수강 신청
2025,2026,2,02.19 (목) ~ 02.20 (금),등록금 분할납부(1회차)
2025,2026,2,02.20 (금),제57회 학위수여식
2025,2026,2,02.23 (월),"입학 사정회, 11:00"
2025,2026,2,02.24 (화),정원외 모집 합격자 발표
2026,2026,3,03.01 (일),삼일절
2026,2026,3,03.02 (월),삼일절 대체휴일
2026,2026,3,03.03 (화),[2026학년도 1학기] 개강
2026,2026,3,03.06 (금) ~ 03.09 (월),수강신청 정정
2026,2026,3,03.11 (수) ~ 03.12 (목),등록금 분할납부(2회차)
2026,2026,3,03.16 (월) ~ 03.18 (수),조기졸업 신청
2026,2026,3,03.16 (월),"졸업보류, 졸업유예 등록"
2026,2026,3,03.20 (금),복학 만료일
2026,2026,3,03.31 (화) ~ 04.06 (월),1차 강의평가
2026,2026,4,04.01 (수),학기개시 후 30일차
2026,2026,4,04.15 (수) ~ 04.16 (목),등록금 분할납부(3회차)
2026,2026,4,04.21 (화) ~ 04.27 (월),중간고사
2026,2026,4,04.27 (월) ~ 04.28 (화),3년제 학과 수업연한 연장 신청
2026,2026,5,05.01 (금),학기개시 후 60일차
2026,2026,5,05.01 (금),근로자의 날 ⇒ 보강일: 6/12(금)
2026,2026,5,05.05 (화),어린이날 ⇒ 보강일: 6/9(화)
2026,2026,5,05.13 (수) ~ 05.14 (목),등록금 분할납부(4회차)
2026,2026,5,05.14 (목) ~ 05.15 (금),노들축제
2026,2026,5,05.20 (수),개교기념일 ⇒ 보강일: 6/4(목)
2026,2026,5,05.24 (일),부처님 오신 날
2026,2026,5,05.25 (월),부처님 오신 날 대체 휴일 ⇒ 보강일: 6/15(월)
2026,2026,5,05.26 (화),"1학기 수업일수 3/4 경과, 일반휴학 종료"
2026,2026,5,05.31 (일),학기개시 후 90일차
2026,2026,6,06.03 (수),제8회 전국동시지방선거 ⇒ 보강일: 6/10(수)
2026,2026,6,06.04 (목),보강일: 개교기념일[5/20(화)] 보강일
2026,2026,6,06.06 (토),현충일
2026,2026,6,06.09 (화),보강일: 어린이날[5/5(화)] 보강일
2026,2026,6,06.10 (수),보강일: 제8회 전국동시지방선거[6/3(수)] 보강일
2026,2026,6,06.12 (금),보강일: 근로자의 날[5/1(금)] 보강일
2026,2026,6,06.15 (월),보강일: 부처님 오신 날 대체 휴일[5/25(월)] 보강일
2026,2026,6,06.16 (화) ~ 06.22 (월),기말고사
2026,2026,6,06.23 (화) ~ 08.24 (월),하계방학 및 현장실습
2026,2026,6,06.23 (화) ~ 06.27 (토),"성적입력 [6/23(화)~6/27(토), 24:00까지]"
2026,2026,6,06.23 (화) ~ 07.01 (수),2차 강의평가
2026,2026,6,06.29 (월) ~ 07.01 (수),"성적열람 및 이의 신청 [6/29(월)~7/1(수), 17:00]"
2026,2026,7,07.01 (수),"[2026학년도 1학기] 성적 확정, 18:00"
2026,2026,7,07.06 (월) ~ 07.08 (수),학점•학기포기 신청
2026,2026,7,07.06 (월) ~ 07.07 (화),계절학기 수강 신청
2026,2026,7,07.08 (수) ~ 07.09 (목),계절학기 등록
2026,2026,7,07.10 (금),성적이수표 발송
2026,2026,7,07.13 (월) ~ 07.15 (수),복학원서 접수
2026,2026,7,07.13 (월) ~ 07.24 (금),계절학기 설강
2026,2026,7,07.20 (월) ~ 07.22 (수),재학생 전과 신청
2026,2026,7,07.20 (월) ~ 07.22 (수),[2026학년도 2학기] 재입학 원서 접수
2026,2026,7,07.27 (월) ~ 07.29 (수),휴학원서 접수
2026,2026,7,07.28 (화) ~ 07.29 (수),졸업유예 신청
2026,2026,7,07.29 (수),"계절학기 성적 확정, 15:00"
2026,2026,8,08.06 (목),재입학 등록
2026,2026,8,08.11 (화) ~ 08.12 (수),[2•3학년] 2학기 수강 신청
2026,2026,8,08.12 (수) ~ 08.13 (목),재학생•복학생 등록
2026,2026,8,08.13 (목) ~ 08.14 (금),[1학년•학사•석사] 2학기 수강 신청
2026,2026,8,08.14 (금),후기 학위수여식
2026,2026,8,08.15 (토),광복절
2026,2026,8,08.17 (월),광복절 대체 휴일
2026,2026,8,08.19 (수) ~ 08.20 (목),등록금 분할납부(1회차)
2026,2026,8,08.25 (화),[2026학년도 2학기] 개강
2026,2026,8,08.28 (금) ~ 08.31 (월),수강신청 정정
2026,2026,9,09.07 (월) ~ 09.30 (수),수시 1차 모집 원서 접수
2026,2026,9,09.11 (금),"졸업보류, 졸업유예 등록"
2026,2026,9,09.11 (금),복학 만료일
2026,2026,9,09.16 (수) ~ 09.17 (목),등록금 분할납부(2회차)
2026,2026,9,09.17 (목),노들체전
2026,2026,9,09.22 (화) ~ 10.02 (금),1차 강의평가
2026,2026,9,09.23 (수),학기개시 후 30일차
2026,2026,9,09.24 (목),추석 연휴 ⇒ 보강일: 10/1(목)
2026,2026,9,09.25 (금),추석 ⇒ 보강일: 10/7(수)
2026,2026,9,09.26 (토),추석 연휴
2026,2026,10,10.01 (목),보강일: 추석 연휴[9/24(목)] 보강일
2026,2026,10,10.03 (토),개천절
2026,2026,10,10.05 (월),개천절 대체 휴일 ⇒ 보강일: 10/6(화)
2026,2026,10,10.06 (화),보강일: 개천절 대체 휴일[10/5(월)] 보강일
2026,2026,10,10.07 (수),보강일: 추석[9/25(금)] 보강일
2026,2026,10,10.09 (금),한글날 ⇒ 보강일: 10/16(금)
2026,2026,10,10.13 (화) ~ 10.16 (금),2026 동양미래EXPO(제44회 학생졸업작품전시회)
2026,2026,10,10.14 (수) ~ 10.15 (목),등록금 분할납부(3회차)
2026,2026,10,10.16 (금),보강일: 한글날[10/9(금)] 보강일
2026,2026,10,10.19 (월) ~ 10.23 (금),중간고사
2026,2026,10,10.23 (금),학기개시 후 60일차
2026,2026,10,10.26 (월) ~ 10.28 (수),3년제 학과 수업연한 연장 신청
2026,2026,10,10.28 (수),"입학 사정회, 11:00"
2026,2026,11,11.03 (화),"수시 1차 모집 합격자 발표, 16:00"
2026,2026,11,11.11 (수) ~ 11.25 (수),수시 2차 모집 원서 접수
2026,2026,11,11.11 (수) ~ 11.12 (목),등록금 분할납부(4회차)
2026,2026,11,11.17 (화),"2학기 수업일수 3/4 경과, 일반휴학 종료"
2026,2026,11,11.22 (일),학기개시 후 90일차
2026,2026,12,12.07 (월) ~ 12.11 (금),기말고사
2026,2026,12,12.12 (토) ~ 12.16 (수),"성적입력[12/12(토)~12/16(수), 24:00까지]"
2026,2026,12,12.12 (토) ~ 12.21 (월),2차 강의평가
2026,2026,12,12.12 (토) ~ 02.28 (일),동계방학 및 현장실습
2026,2026,12,12.16 (수),"입학 사정회, 11:00"
2026,2026,12,12.17 (목) ~ 12.21 (월),"성적열람 및 이의 신청 [12/17(목)~12/21(월), 17:00]"
2026,2026,12,12.17 (목),"수시 2차 모집 합격자 발표, 16:00"
2026,2026,12,12.21 (월),"[2026학년도 2학기] 성적 확정, 18:00"
2026,2026,12,12.21 (월) ~ 12.23 (수),수시예치금 등록
2026,2026,12,12.23 (수) ~ 12.24 (목),계절학기 수강 신청
2026,2026,12,12.25 (금),성탄절
2026,2026,12,12.28 (월) ~ 12.30 (수),학점•학기포기 신청
2026,2026,12,12.29 (화) ~ 12.30 (수),계절학기 등록
2026,2027,1,01.01 (금),신정
2026,2027,1,01.04 (월) ~ 01.20 (수),정시모집 원서 접수
2026,2027,1,01.04 (월),시무식
2026,2027,1,01.04 (월) ~ 01.15 (금),계절학기 설강
2026,2027,1,01.05 (화),성적이수표 발송
2026,2027,1,01.06 (수) ~ 01.08 (금),복학원서 접수
2026,2027,1,01.11 (월) ~ 01.13 (수),[2027학년도 1학기] 재입학 원서 접수
2026,2027,1,01.11 (월) ~ 01.13 (수),재학생 전과 신청
2026,2027,1,01.19 (화) ~ 01.20 (수),졸업유예 신청
2026,2027,1,01.20 (수),"계절학기 성적 확정,15:00"
2026,2027,1,01.25 (월) ~ 01.27 (수),휴학원서 접수
2026,2027,2,02.04 (목),"입학 사정회, 11:00"
2026,2027,2,02.05 (금),"정시모집 합격자 발표, 16:00"
2026,2027,2,02.06 (토),설날 연휴
2026,2027,2,02.07 (일),설날
2026,2027,2,02.08 (월),설날 연휴
2026,2027,2,02.09 (화),설날 연휴 대체 휴일
2026,2027,2,02.10 (수) ~ 02.12 (금),신입생 등록
2026,2027,2,02.12 (금),재입학 등록
2026,2027,2,02.15 (월) ~ 02.17 (수),정원외 모집 원서 추가접수
2026,2027,2,02.15 (월) ~ 02.16 (화),재학생•복학생 등록
2026,2027,2,02.16 (화) ~ 02.17 (수),[2•3학년] 1학기 수강 신청
2026,2027,2,02.17 (수) ~ 02.18 (목),등록금 분할납부(1회차)
2026,2027,2,02.18 (목) ~ 02.19 (금),[1학년•학사•석사] 1학기 수강 신청
2026,2027,2,02.19 (금),제58회 학위수여식
2026,2027,2,02.22 (월),"입학 사정회, 11:00"
2026,2027,2,02.23 (화),정원외 모집 합격자 발표
